Job Titles,Company Names,Experience Required,Package,Locations,Skills
Junior ML Engineer,Lifespark Technologies,2-15 Yrs,Not disclosed,Mumbai,Data analysisGoogle AnalyticsOn-page optimizationContent optimizationWeb developmentHTMLLink buildingSEO Expert
Scouting recent CS (post)graduate with impeccable communication skills,Prospecta,0-2 Yrs,Not disclosed,Amritsar,Project Managementdata analysisTrackingAgileScrumBudgetingTask ManagementForecasting
"Cloud Engineer, AI",Google Asia Pacific,3-7 Yrs,Not disclosed,Ambala,RetailData analysiscustomer analyticsFocusCustomer experienceStakeholder managementOperationsCost
Associate,ICICI Prudential Life,3-7 Yrs,Not disclosed,Nanjangud,Company SecretaryAssociate ProfessorBusiness analyticsBusiness managementConsultancyAssistant ProfessorResearchManagement
Aws Cloud Migration Architect,Acharya Consulting Services,1-4 Yrs,Not disclosed,Mumbai,ResourcingExecutive SearchExecutive HiringStaffingHR ConsultingHuman Resource ManagementTelecallingRecruitment Management
Sr Manager Comp Intel Audit & Ops,Target,3-8 Yrs,3-4.25 Lacs PA,Delhi / NCR,RCAData analysisNetworkingSSRSCloudPackagingDatabaseSSIS
Account Manager (NBA),Engage Digital Partners,0-1 Yrs,Not disclosed,Faridabad,RCAData analysisNetworkingSSRSCloudPackagingDatabaseSSIS
IT Support Specialist,Databricks,4-8 Yrs,Not disclosed,Pune,Business processSupply chain managementnexusdata scienceXMLConsultingSupply chain solutionsManagement
QA Lead,Neemtree Internet,6-10 Yrs,Not disclosed,Noida,Data analysisAutomationMarket riskAgileCapital marketVisioUser acceptance testingVirtualization
HR Generalist - Staff People Operations Specialist,Databricks,3-8 Yrs,Not disclosed,Pune,Content CreationDigital MarketingSocial Media MarketingContent WritingContent DevelopmentOnline BrandingTwittergraphics
IT Head - Educational organization - Hyderabad/Bangalore,Uberlife Consulting,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,Analytical skillsData analysisPublishingSalesUnderwritingLegalCredit underwritingIndustry analysis
Python Developer,Factentry Data Solutions,1-5 Yrs,3-4 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",EconomicsStakeholder EngagementCivilNetworkingdata scienceTechnical writingManager EnvironmentResearch
"Sr. Product Manager, Technical (APAC)",Apollo.io,10-12 Yrs,Not disclosed,Gurgaon/Gurugram,QAData analysisJavascriptManagementSQLTestingdataapplication
ETL Engineer,Dealersocket,10-12 Yrs,Not disclosed,"Mumbai, Maldah/Malda",Data analysisFinanceData collectionRegulatory complianceBudget managementBudgetingResearchManagement
D & A Infor Consultant,Columbus Global,10-12 Yrs,Not disclosed,"Mumbai Suburban, Maharashtra, Mumbai (All Areas)",Data analysisComplianceLegalInvestigationJournalismResearchFactAnalysis
Consultant - Snowflake- T&H,Tredence,7-9 Yrs,Not disclosed,Bangalore/Bengaluru,CVSData analysisPDFConflict managementProject managementFinanceResource allocationInfrastructure
Software Engineer Technology Development,OnionDev,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",CVSData analysisPDFConflict managementProject managementFinanceResource allocationManager Technology
Software Engineer - Full Stack Developer,OnionDev,7-11 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",ProcurementCVSData analysisPDFConflict managementProject managementFinanceResource allocation
Hiring_Fresher Python Programmer_Share Trading Company _Noida,Share India Securities,4-5 Yrs,Not disclosed,Mumbai,Water treatmentData analysisCostingData managementProject managementManager Quality ControlBudgetingSPSS
Senior Revenue Accountant,Institutional Shareholder Services,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,ExcelVLOOKUPCustomer CareEmail WritingExcellent Communication skillsBPOTypingNon Voice Process
Frontline Sales-PSF,ICICI Prudential Life,5-10 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana",BPOData analysisDue diligenceBusiness transformationFinancial analysisProject managementConsultingManagement consulting
Frontline Sales-PSF,ICICI Prudential Life,2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Mumbai (All Areas)",TrainingCounsellorData analysisTeam managementSalesExcelKPIAcademic Counsellor
Frontline Sales-PSF,ICICI Prudential Life,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Project ManagementMarket ResearchCross Functional CoordinationHubspot Marketing AutomationData AnalysisData Driven TestingMarketing StrategiesSales Enablement
Manager Digital Tech ECommerce,ICICI Prudential Life,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,GITCompliancedata securitySchedulingApacheAnalyticsSQLPython
Customer Care Executive,Career Flight Consultants,1-2 Yrs,Not disclosed,"Faridabad, Haryana, Delhi / NCR",Supply chainorchestrationdata scienceRDBMSCodingCloudOracleOpen source
Content Writer,DART PRIVATE LIMITED,0-3 Yrs,Not disclosed,"Faridabad, Haryana, Delhi / NCR",Market analysisData analysisSales planningBrand managementAnalyticalProcess improvementFinancial planningBusiness planning
Lead Representative,BNY Mellon,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,WirelessVMwareHibernateLinuxWANLANDNScisco
Lead Assistant Manager,EXL,0-3 Yrs,8-18 Lacs PA,Pune,Social media marketingDigital mediaData analysisMedia strategySocial mediaSEODigital marketingMedia planning
Base 24 Developer,Brillio,2-4 Yrs,Not disclosed,New Delhi,AuditTDSMISGSTCAmis preparationdata analysisforecasting
Manager,PwC,0-1 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",Change managementReconciliationMS Officevendor master managementQuery resolutionInvoice processingArtificial IntelligenceProcure to Pay
Tableau Developer,Adfolks,3-6 Yrs,1.25-1.75 Lacs PA,"Mumbai, New Delhi, Bangalore/Bengaluru",Quality AssuranceHACCPtestingQuality Control TestingData AnalysisSoftware testingAnalysisControl
Senior Manager - Internal Audit (Risk Advisory),KPMG Global Services Private Limited,18-28 Yrs,1.5-1.75 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",R2RFixed Assets AccountingreconciliationsBalance SheetJournal entriesAccountingCash ReconciliationsJournal
"Senior Manager, Talent Partner",Otis,1-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",PPCData analysisEmail marketingOnline marketingSocial mediaMarket researchSEODigital marketing
Senior Digital Marketing Executive,RR Kabel,0-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Project managerProject ManagementProjectManagement
Sr Associate,Unitedlex,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",ProjectAmlControlKYCriskOperationsfinancial crimeRisk control
"Name Screening, Presales POV",Silent Eight Pte Ltd,2-6 Yrs,Not disclosed,Mumbai,Vice President MarketingReport generationData analysisSystem maintenanceMISAnalyticalManagementMS Office
Sanction Screening Subject Matter Expert,Silent Eight Pte Ltd,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Salesdata analysisstakeholder managementrelationship managementSales managementmarket analysisDataMarketing
Custom Research Manager,Institutional Shareholder Services,1-6 Yrs,Not disclosed,Mumbai,hr generalist activitiesworkdayhiringhropower biinterpersonal skillshrsdhr operations
US Corporate Tax - Tax signer,PwC,4-6 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Process designData analysisManager Quality AssuranceAerospacePharmaAnalyticalQuality systemsPPAP
Associate Consultant- Bench marking,The Hackett Group,2-4 Yrs,Not disclosed,"Mumbai, Delhi / NCR, Bangalore/Bengaluru",ProcurementPublic relationsData analysisMarket researchBusiness strategyManagementDigital marketingCost
Digital Forensics,PwC,0-4 Yrs,Not disclosed,Delhi,Ux WritingContent DesigningTechnical WritingContentWritingDesignSeniorTechnical
Senior Software Engineer - Front End,Course Hero,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",financial analysisr2rrecord to reportfinanceintercompany accountingbalance sheetjournal entriesclient servicing
GN - SC&O - SCM Planning - O9 - Consultant,Accenture,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",ReconciliationAccounts Payablevendor managementpayment reconciliationpayment reportingInvoice reconciliationInvoice processinginvoice management
Quality Engineer,Alpine Shoes Pvt. Ltd,0-2 Yrs,Not disclosed,New Delhi,SIDEAdministrationData analysisPatient careRegulatory complianceManager TechnologyHealthcareManager Quality Control
Production Supervisor,Alpine Shoes Pvt. Ltd.,2-6 Yrs,5-7 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Analytical skillsMachine learningProgrammingData processingResearchPythonManagementData
eCommerce Ads Specialist,Growthjockey,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Service deliveryData analysisCustomer satisfactionProcess improvementService excellenceCustomer experience managementService ExecutiveCustomer service
DotNET Azure Architect,Brillio,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Service deliveryData analysisCustomer satisfactionProcess improvementService excellenceCustomer experience managementService ExecutiveCustomer service
Manager/Sr. Manager - BTS (Metal & Mining),Alvarez &amp;amp;amp;amp; Marsal,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Communication Skillspresentationsappointmentsphone calls and communications Prepare reportsand travel arrangements. 2. Handle emailsManage calendarsTravel OperationsReporting
Enterprise Architect,Embarq India,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,Kofax CaptureKtmJavascriptKofaxOCRC#Development
Enterprise Architect,World Resources Institute (WRI),3-6 Yrs,Not disclosed,Gurgaon/Gurugram,sql queriesanalyticaldata scienceproduct managementdata visualizationQueryManagementScience
Statistician.Academics,Aster Medcity,3-5 Yrs,Not disclosed,"New Delhi, Bangalore/Bengaluru",Service managementData analysisLinuxAnalyticalCustomer supportmicrosoftTechnical supportFinancial services
Research Support Assistant,J-pal South Asia,6-9 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",Data analysisDigital Marketing Executivedigitalanalysisdigital marketingdatamarketing
Sr Software Engineer - Crawling,"Riversand Technologies, Inc.",4-8 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",LDAPAccess managementPowershellConsultingActive directorySystem designProject deliveryOperations
Sr. Finance Associate,Bottomline Media,4-9 Yrs,Not disclosed,Delhi / NCR,LDAPAccess managementPowershellConsultingActive directorySystem designProject deliveryOperations
CONTENT DRIVEN,Vuclip,2-7 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",Customer acquisitionSOAArchitectureBusiness AnalystBusiness designBillingSoftware development life cycletelecom bss
Associate Insurance,Aster Medcity,8-14 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",Cloud computingSalesBusiness analysisPresalesSMBBusiness solutionsCustomer engagementBusiness case
Software Project Manager,AgreeYa Solutions,3-5 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",OperationsVehicle ManagementInventory ManagementSupply Chain ManagementOperations ManagementVehicle ProcurementFTLVehicle
Executive Assistant / Secretary - IT Services and Consulting Firm,Macrohire,0-2 Yrs,Not disclosed,"Kochi/Cochin, Ernakulam",Mass CommunicationJournalismHindi TypingContent EditingProof ReadingSub EditingPoliticsHistory
GCP with BigQuery Architect,TRH Consultancy Services,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",RetailAutomationdata scienceArchitectureArtificial IntelligencedevopsMachine learningSystem design
Marketing Executive,Serval Security Service,4-7 Yrs,5-5.5 Lacs PA,Bangalore/Bengaluru,TradeData analysisSales strategyExecutiveMarket researchAccounts ManagerInformation managementSales Executive
Power BI Developer - Freelancer- Support Engineer,Hatigen,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,insurancec insuranceverbal communicationmwsmanual testingbusiness analysisbrokerrenewals
E-Commerce Operations Executive,Crave Information,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",WirelessComputer scienceMS SQLData analysisAgileVisual StudioStored proceduresmicrosoft
"EAII Senior Associate, M&E",Evidence Action,6-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",TrainingData analysisPDFSociologyProject documentationProject managementLinguisticsCreative writing
Product Marketing Manager,Hiver,2-5 Yrs,4-8 Lacs PA,Bangalore/Bengaluru,Qualitative researchHealth insuranceData analysisQuantitative researchEquityData collectionTransitionHealthcare
Dot Net developer,Ideslabs,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementUnixData analysisNetworkingLinuxLDAPCustomer retentionNetwork security
Full Stack Developer- .Net,Catchpoint,2-4 Yrs,Not disclosed,"Indore, Madhya Pradesh, Bangalore/ Bengaluru, Karnataka, Delhi / NCR",Product StrategyProduct ManagementSoftware DevelopmentCredit ScoringProduct RoadmapData ScienceProduct DevelopmentMachine Learning
App DevOps,Ideslabs,0-1 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Bangalore/ Bengaluru, Karnataka",Supply chainProcurementData analysisProject managementProcess improvementConsultingHealthcareForecasting
Senior Manager,EXL,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Consultative salesData analysisLeadership developmentExcelSenior FacultyData managementSenior ExecutiveSales process
Lead Assistant Manager,EXL,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,Fixed AssetsRecord to ReportR2RCash ReconciliationsBalance SheetERPJournal entriesGeneral Ledger
Deployment Engineer - Cybersecurity,Noventiq,0-3 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",ReportingOperationsAnalyticsBusiness operationsReporting AnalyticsDigital marketingSafetyMarketing
Deployment Engineer - Cybersecurity,Softline,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",AzureAWS servicesPythonexcelcdata sciencems office toolsdata processing
Deployment Engineer - Cybersecurity,Noventiq India,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",CoordinationVendor CoordinationVendor RelationsFollow UpsProduct ServiceClient CoordinationSales SupportPayment Followup
FMCG Marketing Specialist,S. S. P. Packaging Industries,4-6 Yrs,15-20 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Project CoordinationProject PlanningProject SchedulingCoordinationPlanningProjectScheduling
Senior Engineer,Enerzinx India,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,FinanceProcure to Payinvoice processingAccounts Payablevendor master managementpayment reportingInvoice reconciliationPayments
Application Engineer,Enerzinx India,0-4 Yrs,Not disclosed,Bangalore/Bengaluru,Change managementClaimsReconciliationMS OfficeAccount payableTime managementInvoice processingLeadership
"LEAD QUANTITATIVE INSIGHTS, INNOVATION",Quantum Consumer Solutions,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Change managementClaimsReconciliationMS OfficeAccount payableTime managementInvoice processingMicrosoft
Assistant Manager - MIS,Muthoot Microfin,1-3 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",vendor managementMS office applicationschange managementAccounts PayableP2PProcure to Payinvoice managementPayables
"Senior Consultant Strategy Consulting, Technology Practice",Boston Analytics,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",PublishingData managementOperations CoordinatorContent management systemEnd User SupportmicrosoftPhotoshopAdobe
Microsoft Power BI Application Lead,Accenture,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Supply chainProcurementData analysisProject managementProcess improvementConsultingHealthcarePresales
Generative AI Project Manager,Essenware,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportVendor ManagementInformation
Portfolio Support Specialist,Pearson Vue,1-6 Yrs,Not disclosed,Chennai,Cold callingBusiness improvementData analysisSalesCampaign managementCall center operationsSocial mediaBackend operations
Experienced Associate,PwC,5-10 Yrs,Not disclosed,Navi Mumbai,ChemistryChemical
Accountant 2,Juniper Networks,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Trainingdeep learningAutomationdata scienceGCPCloud ServicesMachine learningData processing
Content Marketing Manager,Scaler Academy,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Qualitative researchAdministrationData analysisQuantitative researchData collectionData processingBusiness strategyResearch
AWS Python Developer,Impetus Technologies,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,Computer visionInterpersonal skillsSalesdata scienceRelationship buildingNatural language processingSales processAccounts Executive
Module Lead Software Engineer,Impetus Technologies,6-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",Catalog CreationClient Onboardingprocess improvementCenter ManagementClient InteractionProcess Reviewcustomer satisfactionteam motivation
Sr. Associate,Bottomline Technologies,2-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",TrainingBasicData analysisTicketingUsageSocial mediaQuality AnalystManagement
Java Developer_Technology_Bangalore,Morgan Stanley,4-5 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",Data analysisjQueryCodingMySQLConsultingMachine learningJSONMS Office
Frontend Developer ( ReactJS),Axtria India Pvt Ltd,1-5 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",Product qualityData analysisISOProcess improvementIndustrial productsCustomer serviceRisk managementContinuous improvement
Associate - B2C Vertical,Dare2compete,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",pythoninnovationRdata scienceagileMachine Learningartificial intelligencestatistics
Programmatic Specialist,Brainlabs Group Of Companies,0-0 Yrs,Not disclosed,Pune,Technical ArchitectAutomationdata scienceNetwork securityInfrastructurejenkinsSystem designapplication architecture
Research Assistants,J-pal South Asia,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Report generationData analysisExcelDebuggingMachine learningProgrammingPythonReporting
Sr Performance Engineer,IBM,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,GeometryData analysisApplication programmingDjangoArtificial IntelligenceMySQLMachine learningSystem software
Sr Performance Engineer,IBM,3-8 Yrs,20-35 Lacs PA,Bangalore/Bengaluru,ExcelHR CoordinationTalent AcquisitionRecruitmentAcquisitionCoordination
GenAI - Solution Architect,Essenware,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,hvacacproject managementdata analysisair conditioninghvac engineeringsystem testingchassis
MEL Coordinator,World Resources Institute (WRI),3-4 Yrs,Not disclosed,Bangalore/Bengaluru,Artificial IntelligenceMachine LearningData ScienceDataIntelligenceTrainingMlSenior
Research Manager - Precision Development,J-pal South Asia,0-2 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",GraphicsProduct engineeringData analysisFront endInteraction designAgileProduct designAdobe
"Research Associate, Climate - Precision Development",J-pal South Asia,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,UsageDigital salesdata scienceComplianceManager TechnologyManagementdigital transformationSales Coach
Research Manager,J-pal South Asia,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Marketing ManagerData analysisCampaign managementOnline marketingInformation securitySocial mediaHealthcareSEO
Operations Manager,Trivitron Healthcare,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Communication SkillsPresentation SkillsAnalytical SkillsExecution SkillsAdvanced ExcelMS OfficeCross CollaborationInterpersonal Skills
International Sales Executive,Trivitron Healthcare,0-0 Yrs,Not disclosed,"Mumbai, New Delhi, Chennai, Bangalore/Bengaluru",WirelessComputer scienceSIDEData analysisgithubJavascriptVisual Studiomicrosoft
Advisory UX Researcher - Sustainability Software,IBM,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisShapingStandard operating proceduresSoftware development life cycleProgrammingMathematicsManagementStatistics
SailPoint IdentityIQ Security Consulting Lead,Accenture,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualitative researchData analysisNutritionIndustrial designConsultingHealthcareResearchmicrosoft
IBM InfoSphere DataStage Application Developer,Accenture,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",transaction processingproblem - solvingProcessProcessing
R&R - ETS - Oracle Security - Senior Associate,PwC,7-11 Yrs,Not disclosed,Chennai,data cleansingData analysisData migrationSAP ERPData managementConsultingReconciliationsap data services
Associate Program Manager & Communications Specialist,Salesforce,1-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Performance tuningCloud computingData analysisData modelingCodingData qualityInformaticaSQL
Sr.Manager - HRIS ( Implementation & Administration),PayU Payments India,4-8 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",Performance tuningData analysisData modelingMySQLSSRSAgileInformaticaStored procedures
Manager - Oracle HCM Administrator Engineer,PayU Payments India,2-7 Yrs,Not disclosed,"New Delhi, Bangalore/Bengaluru",githubdata domaindata scienceAgileHealthcareProduct designTroubleshootingVisual Design
SQL Database Administrator,Factentry Data Solutions,0-2 Yrs,Not disclosed,Remote,NoSQLdata scienceTime series analysisCustomer engagementMATLABSolution ArchitectSQLPython
Software Engineer II,DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,4-7 Yrs,Not disclosed,"Noida, Bangalore/Bengaluru",Data ScienceScalaData ScientistBig DataData VisualizationSparkMachine LearningPython
Senior Manager- Mlops,Tredence,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",TrainingData analysisManagementDataConsultingAnalysis
SailPoint IdentityIQ Security Delivery Lead,Accenture,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementMIS reportingProduct engineeringFront endBusiness AnalystClient supportMS OfficeTechnical support
Actimize Application Developer,Accenture,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,Cloud computingData analysisSupply chain managementAutomationData managementAnalyticalAgileAnalytics
SailPoint IdentityIQ Security Architect,Accenture,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Supply chainProduct qualityData analysisApplication testingOEMManager TechnologyCustomer serviceVehicle testing
SAP MM Materials Management Application Developer,Accenture,2-5 Yrs,1.75-2.5 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Business IntelligencePower BiAdvanced AnalyticsHadoopBig DataData AnalysisTableauData Warehousing
MEL Coordinator,Embarq India,4-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",GraphicsProject managementResearchResearch AssociateBioinformaticsbiomedicalMATLABEpidemiology
Senior Performance Engineer,IBM,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisProject reportsTeam managementProject managementFinanceCost managementClient relationship
Performance Engineer,IBM,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Web servicesdata scienceAgile developmentConsultingJDBCHealthcareBusiness intelligenceMiddleware
Ab Initio Developer,Response Informatics,0-2 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",B2B MarketingData analysisDisplay advertisingGoogle AnalyticsAnalyticalSocial mediaMarketing campaignsMedical insurance
Manager ( Digital Media Sales ),Lokal,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Typing speedNetworkingMS Officedevelopmentsoftware developmentofficesoftwaretyping
"AI, ML Track",Cloudseed Technologies,0-3 Yrs,Not disclosed,"New Delhi, Delhi",Data analysisExcelCustomer satisfactionProcess improvementMS Office toolsManager TechnologyBusiness solutionsAssistant Vice President
Marketing Automation Specialist,Ringcentral,0-1 Yrs,Not disclosed,Delhi / NCR,Process Associate
Quantitative Trader,Alphagrep Securities,10-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Project CoordinatorProject developmentContentTechnicalSoftwareProject deliverySoftware servicesCirculation
Account Program Manager,Brillio,0-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Email Marketeremailemail marketingmarketing
Technical Lead (AI/ML),Avalara,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Secondary Market ResearchMarket ResearchPrimary Market ResearchMarket SizingMarket EstimationReport WritingSecondary researchSecondary
Senior Program Associate - Climate Program,Embarq India,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Analytical skillsData analysisProcess improvementStrategic sourcingHealthcareProject planningManagementRisk management
"Software Engineer (JAVA, Android)",Intellistride,9-12 Yrs,6-7 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",PythonContent DeliveryData ScienceAi AlgorithmsArtificial IntelligenceMachine LearningDataAcademics
Management Trainee,Milestone Online Technology,0-5 Yrs,5-8 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Product managementComputer visionHVACdata scienceFormulationManager TechnologyMarket researchMarketing operations
Associate/ Senior Associate Direct Tax and Regulatory,Nangia Andersen,4-9 Yrs,Not disclosed,"Allahabad/Prayagraj, Varanasi/Benaras, Ghaziabad, Kanpur, Lucknow, Agra",Core JavaPMPData analysisBfsiProject managementSystem integrationJavascriptEJB
